CVNA Range Generated 05-18-2020 22:26:59
donchianHigh,currentPrice,donchianLow
109.3,98.59,71.56
""
""
GDX Range Generated 05-18-2020 22:28:08
donchianHigh,currentPrice,donchianLow
37.2,35.93,31.31
""
""
SNAP Range Generated 05-19-2020 07:48:57
donchianHigh,currentPrice,donchianLow
18.46,17.49,16.1
""
""
HLT Range Generated 05-19-2020 07:49:32
donchianHigh,currentPrice,donchianLow
81.74,73.07,62.47
""
""
RSP Range Generated 05-19-2020 07:50:17
donchianHigh,currentPrice,donchianLow
99.15,96.25,87.0
""
""
CHWY Range Generated 06-10-2020 10:08:40
donchianHigh,currentPrice,donchianLow
52.26,51.51,36.65
""
""
UBER Range Generated 06-10-2020 10:09:25
donchianHigh,currentPrice,donchianLow
38.78,36.59,32.86
""
""
GDX Range Generated 06-10-2020 10:16:54
donchianHigh,currentPrice,donchianLow
37.49,33.06,31.22
""
""
CHWY Range Generated 06-11-2020 11:33:11
donchianHigh,currentPrice,donchianLow
52.35,49.63,36.65
""
""
CHWY Range Generated 06-11-2020 11:33:35
donchianHigh,currentPrice,donchianLow
52.35,49.63,36.65
""
""
CHWY Range Generated 06-11-2020 11:36:08
donchianHigh,currentPrice,donchianLow
52.35,49.63,36.65
""
""
CHWY Range Generated 06-11-2020 11:36:43
donchianHigh,currentPrice,donchianLow
52.35,49.63,36.65
""
""
UBER Range Generated 06-11-2020 11:36:58
donchianHigh,currentPrice,donchianLow
38.78,34.83,32.86
""
""
DAL Range Generated 06-11-2020 11:39:22
donchianHigh,currentPrice,donchianLow
37.24,31.64,21.32
""
""
DAL Range Generated 06-11-2020 11:44:41
donchianHigh,currentPrice,donchianLow
38.74,31.64,19.1
""
""
DAL Range Generated 06-11-2020 11:46:56
donchianHigh,currentPrice,donchianLow
28.6,31.64,17.51
""
""
DAL Range Generated 06-11-2020 11:48:00
donchianHigh,currentPrice,donchianLow
37.24,31.64,21.32
""
""
DAL Range Generated 06-11-2020 11:49:33
donchianHigh,currentPrice,donchianLow
37.24,31.64,21.32
""
""
DAL Range Generated 06-11-2020 11:54:44
donchianHigh,currentPrice,donchianLow
37.24,31.64,21.32
""
""
MSFT Range Generated 06-11-2020 11:55:23
donchianHigh,currentPrice,donchianLow
198.52,196.84,176.6
""
""
GDX Range Generated 06-11-2020 12:39:36
donchianHigh,currentPrice,donchianLow
37.49,34.53,31.22
""
""
GDX Range Generated 06-11-2020 12:41:56
donchianHigh,currentPrice,donchianLow
37.49,34.53,31.22
""
""
SFM Range Generated 06-18-2020 10:15:12
donchianHigh,currentPrice,donchianLow
26.05,23.34,22.54
""
""
