Date,Close,Returns,1to1,Running Total(1),1to2,Running Total(2),1to4,Running Total(4),1to8,Running Total(8),1to16,Running Total(16),1to32,Running Total(32)
8/3/11,1260.34,0.005015749,0.0046899,-0.000738972,0.004651888,-0.0130927,0.00479159,0.03231051,0.0048505,0.051456224,0.004482144,-0.068259543,0.004668968,-0.007541852
8/2/11,1254.05,-0.025556747,-0.025882596,-0.026621569,-0.025920608,-0.039013308,-0.025780906,0.006529605,-0.025721996,0.025734228,-0.026090352,-0.094349895,-0.025903528,-0.033445381
8/1/11,1286.94,-0.004132231,-0.004458081,-0.031079649,-0.004496092,-0.0435094,-0.00435639,0.002173215,-0.00429748,0.021436748,-0.004665836,-0.099015732,-0.004479013,-0.037924393
7/29/11,1292.28,-0.006450522,-0.006776371,-0.03785602,-0.006814382,-0.050323782,-0.00667468,-0.004501466,-0.00661577,0.014820978,-0.006984127,-0.105999858,-0.006797303,-0.044721696
7/28/11,1300.67,-0.003233989,-0.003559838,-0.041415859,-0.00359785,-0.053921632,-0.003458148,-0.007959613,-0.003399238,0.01142174,-0.003767594,-0.109767452,-0.00358077,-0.048302466
7/27/11,1304.89,-0.020308723,-0.020634572,-0.062050431,-0.020672583,-0.074594215,-0.020532881,-0.028492494,-0.020473971,-0.009052232,-0.020842328,-0.13060978,-0.020655504,-0.06895797
7/26/11,1331.94,-0.004104888,-0.004430737,-0.066481168,-0.004468748,-0.079062964,-0.004329046,-0.032821541,-0.004270136,-0.013322368,-0.004638493,-0.135248272,-0.004451669,-0.073409639
7/25/11,1337.43,-0.005643039,-0.005968888,-0.072450056,-0.0060069,-0.085069863,-0.005867197,-0.038688738,-0.005808287,-0.019130655,-0.006176644,-0.141424916,-0.00598982,-0.079399459
7/22/11,1345.02,0.000907873,0.000582024,-0.071868032,0.000544012,-0.084525851,0.000683715,-0.038005023,0.000742625,-0.018388031,0.000374268,-0.141050648,0.000561092,-0.078838367
7/21/11,1343.8,0.013546129,0.01322028,-0.058647752,0.013182268,-0.071343582,0.013321971,-0.024683053,0.013380881,-0.00500715,0.013012524,-0.128038123,0.013199348,-0.065639019
7/20/11,1325.84,-0.000670822,-0.000996672,-0.059644423,-0.001034683,-0.072378265,-0.000894981,-0.025578034,-0.000836071,-0.005843221,-0.001204427,-0.12924255,-0.001017603,-0.066656623
7/19/11,1326.73,0.016308678,0.015982828,-0.043661595,0.015944817,-0.056433449,0.016084519,-0.009493515,0.016143429,0.010300208,0.015775073,-0.113467478,0.015961896,-0.050694726
7/18/11,1305.44,-0.008129834,-0.008455684,-0.052117279,-0.008493695,-0.064927144,-0.008353993,-0.017847507,-0.008295083,0.002005125,-0.008663439,-0.122130917,-0.008476615,-0.059171342
7/15/11,1316.14,0.00555441,0.00522856,-0.046888719,0.005190549,-0.059736595,0.005330251,-0.012517256,0.005389161,0.007394285,0.005020805,-0.117110112,0.005207628,-0.053963714
7/14/11,1308.87,-0.006716146,-0.007041995,-0.053930714,-0.007080007,-0.066816602,-0.006940305,-0.019457561,-0.006881395,0.000512891,-0.007249751,-0.124359863,-0.007062927,-0.061026641
7/13/11,1317.72,0.003105874,0.002780024,-0.051150689,0.002742013,-0.064074589,0.002881715,-0.016575846,0.002940625,0.003453516,0.002572269,-0.121787594,0.002759093,-0.058267548
7/12/11,1313.64,-0.004433531,-0.00475938,-0.05591007,-0.004797392,-0.068871981,-0.00465769,-0.021233536,-0.00459878,-0.001145264,-0.004967136,-0.12675473,-0.004780312,-0.063047861
7/11/11,1319.49,-0.01809049,-0.018416339,-0.074326409,-0.01845435,-0.087326331,-0.018314648,-0.039548184,-0.018255738,-0.019401002,-0.018624095,-0.145378825,-0.018437271,-0.081485132
7/8/11,1343.8,-0.006961174,-0.007287023,-0.081613432,-0.007325035,-0.094651366,-0.007185333,-0.046733517,-0.007126423,-0.026527425,-0.007494779,-0.152873604,-0.007307955,-0.088793087
7/7/11,1353.22,0.010453846,0.010127997,-0.071485435,0.010089986,-0.08456138,0.010229688,-0.036503829,0.010288598,-0.016238828,0.009920241,-0.142953363,0.010107065,-0.078686022
7/6/11,1339.22,0.001001585,0.000675735,-0.0708097,0.000637724,-0.083923657,0.000777426,-0.035726403,0.000836336,-0.015402492,0.00046798,-0.142485383,0.000654803,-0.078031219
7/5/11,1337.88,-0.00133615,-0.001661999,-0.072471699,-0.001700011,-0.085623667,-0.001560309,-0.037286711,-0.001501399,-0.01690389,-0.001869755,-0.144355138,-0.001682931,-0.07971415
7/1/11,1339.67,0.01440968,0.014083831,-0.058387868,0.014045819,-0.071577848,0.014185522,-0.02310119,0.014244431,-0.002659459,0.013876075,-0.130479063,0.014062899,-0.065651251
6/30/11,1320.64,0.010119243,0.009793394,-0.048594474,0.009755383,-0.061822465,0.009895085,-0.013206105,0.009953995,0.007294536,0.009585638,-0.120893424,0.009772462,-0.055878789
6/29/11,1307.41,0.008282755,0.007956906,-0.040637568,0.007918894,-0.053903571,0.008058596,-0.005147508,0.008117506,0.015412042,0.00774915,-0.113144274,0.007935974,-0.047942815
6/28/11,1296.67,0.012944301,0.012618452,-0.028019117,0.01258044,-0.041323131,0.012720143,0.007572634,0.012779053,0.028191095,0.012410696,-0.100733578,0.01259752,-0.035345295
6/27/11,1280.1,0.009184438,0.008858588,-0.019160528,0.008820577,-0.032502554,0.008960279,0.016532913,0.009019189,0.037210284,0.008650833,-0.092082745,0.008837656,-0.026507638
6/24/11,1268.45,-0.01172575,-0.012051599,-0.031212127,-0.012089611,-0.044592164,-0.011949908,0.004583005,-0.011890999,0.025319285,-0.012259355,-0.1043421,-0.012072531,-0.038580169
6/23/11,1283.5,-0.002827975,-0.003153824,-0.034365952,-0.003191836,-0.047784,-0.003052134,0.001530871,-0.002993224,0.022326061,-0.00336158,-0.10770368,-0.003174756,-0.041754926
6/22/11,1287.14,-0.006468445,-0.006794294,-0.041160246,-0.006832306,-0.054616306,-0.006692604,-0.005161733,-0.006633694,0.015692367,-0.00700205,-0.11470573,-0.006815226,-0.048570152
6/21/11,1295.52,0.013423449,0.013097599,-0.028062647,0.013059588,-0.041556718,0.01319929,0.008037558,0.0132582,0.028950568,0.012889844,-0.101815886,0.013076668,-0.035493485
6/20/11,1278.36,0.005395203,0.005069353,-0.022993293,0.005031342,-0.036525376,0.005171044,0.013208601,0.005229954,0.034180521,0.004861598,-0.096954288,0.005048421,-0.030445063
6/17/11,1271.5,0.003045029,0.002719179,-0.020274114,0.002681168,-0.033844209,0.00282087,0.016029471,0.00287978,0.037060301,0.002511424,-0.094442864,0.002698247,-0.027746816
6/16/11,1267.64,0.001754358,0.001428509,-0.018845605,0.001390497,-0.032453711,0.0015302,0.017559671,0.00158911,0.038649411,0.001220753,-0.093222111,0.001407577,-0.026339239
6/15/11,1265.42,-0.017431884,-0.017757733,-0.036603338,-0.017795744,-0.050249455,-0.017656042,-0.0000964,-0.017597132,0.021052278,-0.017965489,-0.1111876,-0.017778665,-0.044117904
6/14/11,1287.87,0.012611748,0.012285899,-0.024317439,0.012247888,-0.038001568,0.01238759,0.012291219,0.0124465,0.033498778,0.012078144,-0.099109456,0.012264967,-0.031852937
6/13/11,1271.83,0.000668775,0.000342926,-0.023974513,0.000304915,-0.037696653,0.000444617,0.012735835,0.000503527,0.034002305,0.00013517,-0.098974286,0.000321994,-0.031530943
6/10/11,1270.98,-0.013979829,-0.014305679,-0.038280192,-0.01434369,-0.052040343,-0.014203988,-0.001468152,-0.014145078,0.019857227,-0.014513434,-0.11348772,-0.014326611,-0.045857553
6/9/11,1289,0.007377536,0.007051687,-0.031228505,0.007013675,-0.045026668,0.007153377,0.005685225,0.007212287,0.027069514,0.006843931,-0.106643789,0.007030755,-0.038826798
6/8/11,1279.56,-0.004186966,-0.004512815,-0.03574132,-0.004550827,-0.049577495,-0.004411125,0.0012741,-0.004352215,0.022717299,-0.004720571,-0.11136436,-0.004533747,-0.043360546
6/7/11,1284.94,-0.000956328,-0.001282177,-0.037023497,-0.001320188,-0.050897683,-0.001180486,0.0000936,-0.001121576,0.021595723,-0.001489933,-0.112854292,-0.001303109,-0.044663655
6/6/11,1286.17,-0.010760214,-0.011086063,-0.048109561,-0.011124075,-0.062021758,-0.010984373,-0.010890759,-0.010925463,0.01067026,-0.011293819,-0.124148111,-0.011106995,-0.05577065
6/3/11,1300.16,-0.00973388,-0.010059729,-0.05816929,-0.01009774,-0.072119499,-0.009958038,-0.020848797,-0.009899128,0.000771132,-0.010267485,-0.134415596,-0.010080661,-0.065851311
6/2/11,1312.94,-0.001224754,-0.001550603,-0.059719893,-0.001588614,-0.073708113,-0.001448912,-0.022297709,-0.001390002,-0.000618871,-0.001758359,-0.136173955,-0.001571535,-0.067422846
6/1/11,1314.55,-0.022784716,-0.023110565,-0.082830458,-0.023148577,-0.09685669,-0.023008875,-0.045306584,-0.022949965,-0.023568835,-0.023318321,-0.159492275,-0.023131497,-0.090554343
5/31/11,1345.2,0.010592743,0.010266894,-0.072563564,0.010228882,-0.086627808,0.010368584,-0.034937999,0.010427494,-0.013141341,0.010059138,-0.149433137,0.010245962,-0.080308381
5/27/11,1331.1,0.004080894,0.003755044,-0.06880852,0.003717033,-0.082910775,0.003856735,-0.031081264,0.003915645,-0.009225696,0.003547289,-0.145885849,0.003734112,-0.076574269
5/26/11,1325.69,0.003953138,0.003627289,-0.065181231,0.003589277,-0.079321498,0.003728979,-0.027352285,0.003787889,-0.005437807,0.003419533,-0.142466316,0.003606357,-0.072967912
5/25/11,1320.47,0.003183213,0.002857364,-0.062323867,0.002819353,-0.076502145,0.002959055,-0.02439323,0.003017965,-0.002419842,0.002649608,-0.139816707,0.002836432,-0.07013148
5/24/11,1316.28,-0.000827406,-0.001153255,-0.063477123,-0.001191267,-0.077693412,-0.001051565,-0.025444795,-0.000992655,-0.003412497,-0.001361011,-0.141177718,-0.001174187,-0.071305668
5/23/11,1317.37,-0.011925566,-0.012251416,-0.075728539,-0.012289427,-0.089982839,-0.012149725,-0.03759452,-0.012090815,-0.015503312,-0.012459171,-0.15363689,-0.012272348,-0.083578015
5/20/11,1333.27,-0.0076883,-0.008014149,-0.083742688,-0.008052161,-0.098035,-0.007912459,-0.045506979,-0.007853549,-0.023356861,-0.008221905,-0.161858795,-0.008035081,-0.091613097
5/19/11,1343.6,0.002177999,0.00185215,-0.081890538,0.001814138,-0.096220862,0.001953841,-0.043553138,0.002012751,-0.02134411,0.001644394,-0.1602144,0.001831218,-0.089781879
5/18/11,1340.68,0.008803744,0.008477895,-0.073412643,0.008439883,-0.087780978,0.008579586,-0.034973552,0.008638496,-0.012705615,0.008270139,-0.151944261,0.008456963,-0.081324916
5/17/11,1328.98,-0.000368568,-0.000694417,-0.07410706,-0.000732429,-0.088513407,-0.000592727,-0.035566279,-0.000533817,-0.013239432,-0.000902173,-0.152846434,-0.000715349,-0.082040265
5/16/11,1329.47,-0.006204355,-0.006530204,-0.080637265,-0.006568216,-0.095081623,-0.006428514,-0.041994792,-0.006369604,-0.019609035,-0.00673796,-0.159584394,-0.006551136,-0.088591401
5/13/11,1337.77,-0.008067327,-0.008393176,-0.08903044,-0.008431187,-0.10351281,-0.008291485,-0.050286278,-0.008232575,-0.027841611,-0.008600931,-0.168185325,-0.008414108,-0.097005509
5/12/11,1348.65,0.004895386,0.004569537,-0.084460904,0.004531526,-0.098981285,0.004671228,-0.04561505,0.004730138,-0.023111473,0.004361781,-0.163823544,0.004548605,-0.092456904
5/11/11,1342.08,-0.011111439,-0.011437288,-0.095898191,-0.011475299,-0.110456584,-0.011335597,-0.056950647,-0.011276687,-0.03438816,-0.011645043,-0.175468587,-0.01145822,-0.103915124
5/10/11,1357.16,0.008074041,0.007748191,-0.08815,0.00771018,-0.102746404,0.007849882,-0.049100765,0.007908792,-0.026479368,0.007540436,-0.167928152,0.007727259,-0.096187864
5/9/11,1346.29,0.004544098,0.004218249,-0.083931752,0.004180237,-0.098566167,0.004319939,-0.044780826,0.004378849,-0.022100519,0.004010493,-0.163917659,0.004197317,-0.091990548
5/6/11,1340.2,0.003819939,0.003494089,-0.080437662,0.003456078,-0.095110089,0.00359578,-0.041185046,0.00365469,-0.018445829,0.003286334,-0.160631325,0.003473157,-0.08851739
5/5/11,1335.1,-0.009069857,-0.009395706,-0.089833369,-0.009433718,-0.104543807,-0.009294016,-0.050479062,-0.009235106,-0.027680935,-0.009603462,-0.170234787,-0.009416638,-0.097934029
5/4/11,1347.32,-0.006855273,-0.007181122,-0.097014491,-0.007219133,-0.111762941,-0.007079431,-0.057558493,-0.007020521,-0.034701457,-0.007388878,-0.177623665,-0.007202054,-0.105136083
5/3/11,1356.62,-0.003379321,-0.003705171,-0.100719662,-0.003743182,-0.115506123,-0.00360348,-0.061161973,-0.00354457,-0.038246027,-0.003912926,-0.181536591,-0.003726103,-0.108862185
5/2/11,1361.22,-0.001752701,-0.00207855,-0.102798211,-0.002116561,-0.117622684,-0.001976859,-0.063138832,-0.001917949,-0.040163976,-0.002286305,-0.183822897,-0.002099482,-0.110961667
4/29/11,1363.61,0.002300659,0.001974809,-0.100823402,0.001936798,-0.115685886,0.0020765,-0.061062332,0.00213541,-0.038028566,0.001767054,-0.182055843,0.001953877,-0.10900779
4/28/11,1360.48,0.003555464,0.003229614,-0.097593788,0.003191603,-0.112494283,0.003331305,-0.057731027,0.003390215,-0.034638351,0.003021859,-0.179033984,0.003208683,-0.105799107
4/27/11,1355.66,0.006249814,0.005923965,-0.091669822,0.005885954,-0.10660833,0.006025656,-0.051705371,0.006084566,-0.028553785,0.00571621,-0.173317774,0.005903033,-0.099896074
4/26/11,1347.24,0.008979592,0.008653743,-0.08301608,0.008615731,-0.097992599,0.008755433,-0.042949938,0.008814343,-0.019739442,0.008445987,-0.164871787,0.008632811,-0.091263263
4/25/11,1335.25,-0.001592666,-0.001918516,-0.084934595,-0.001956527,-0.099949126,-0.001816825,-0.044766763,-0.001757915,-0.021497357,-0.002126271,-0.166998059,-0.001939447,-0.093202711
4/21/11,1337.38,0.005276767,0.004950918,-0.079983678,0.004912906,-0.095036219,0.005052609,-0.039714154,0.005111518,-0.016385839,0.004743162,-0.162254896,0.004929986,-0.088272725
4/20/11,1330.36,0.013514955,0.013189106,-0.066794572,0.013151094,-0.081885125,0.013290796,-0.026423358,0.013349706,-0.003036132,0.01298135,-0.149273546,0.013168174,-0.075104551
4/19/11,1312.62,0.005731186,0.005405337,-0.061389235,0.005367325,-0.0765178,0.005507027,-0.02091633,0.005565937,0.002529805,0.005197581,-0.144075965,0.005384405,-0.069720147
4/18/11,1305.14,-0.011017823,-0.011343672,-0.072732907,-0.011381683,-0.087899483,-0.011241981,-0.032158311,-0.011183071,-0.008653266,-0.011551427,-0.155627393,-0.011364604,-0.08108475
4/15/11,1319.68,0.003925387,0.003599538,-0.069133369,0.003561526,-0.084337957,0.003701229,-0.028457083,0.003760139,-0.004893128,0.003391782,-0.15223561,0.003578606,-0.077506144
4/14/11,1314.52,8.37E-05,-0.000242162,-0.069375531,-0.000280173,-0.08461813,-0.000140471,-0.028597554,-0.0000816,-0.004974689,-0.000449917,-0.152685528,-0.000263093,-0.077769238
4/13/11,1314.41,0.000190236,-0.000135614,-0.069511145,-0.000173625,-0.084791755,-0.0000339,-0.028631477,0.000025,-0.004949702,-0.000343369,-0.153028897,-0.000156546,-0.077925784
4/12/11,1314.16,-0.007776754,-0.008102604,-0.077613748,-0.008140615,-0.09293237,-0.008000913,-0.03663239,-0.007942003,-0.012891705,-0.008310359,-0.161339256,-0.008123536,-0.086049319
4/11/11,1324.46,-0.002793317,-0.003119166,-0.080732915,-0.003157178,-0.096089548,-0.003017476,-0.039649865,-0.002958566,-0.015850271,-0.003326922,-0.164666178,-0.003140098,-0.089189418
4/8/11,1328.17,-0.004004469,-0.004330319,-0.085063233,-0.00436833,-0.100457878,-0.004228628,-0.043878493,-0.004169718,-0.020019989,-0.004538074,-0.169204252,-0.004351251,-0.093540668
4/7/11,1333.51,-0.001519984,-0.001845834,-0.086909067,-0.001883845,-0.102341723,-0.001744143,-0.045622636,-0.001685233,-0.021705222,-0.002053589,-0.171257842,-0.001866766,-0.095407434
4/6/11,1335.54,0.002183652,0.001857803,-0.085051264,0.001819791,-0.100521932,0.001959493,-0.043663143,0.002018403,-0.019686819,0.001650047,-0.169607795,0.001836871,-0.093570563
4/5/11,1332.63,-0.000180063,-0.000505912,-0.085557176,-0.000543923,-0.101065855,-0.000404221,-0.044067364,-0.000345311,-0.02003213,-0.000713667,-0.170321462,-0.000526844,-0.094097407
4/4/11,1332.87,0.000345239,1.94E-05,-0.085537787,-0.0000186,-0.101084477,0.00012108,-0.043946284,0.00017999,-0.01985214,-0.000188366,-0.170509828,-0.00000154,-0.094098949
4/1/11,1332.41,0.004962929,0.00463708,-0.080900707,0.004599068,-0.096485409,0.00473877,-0.039207513,0.00479768,-0.015054459,0.004429324,-0.166080504,0.004616148,-0.089482801
3/31/11,1325.83,-0.001829461,-0.00215531,-0.083056017,-0.002193322,-0.098678731,-0.00205362,-0.041261133,-0.00199471,-0.017049169,-0.002363066,-0.16844357,-0.002176242,-0.091659044
3/30/11,1328.26,0.006684654,0.006358805,-0.076697213,0.006320793,-0.092357938,0.006460496,-0.034800637,0.006519405,-0.010529764,0.006151049,-0.162292521,0.006337873,-0.085321171
3/29/11,1319.44,0.007060045,0.006734195,-0.069963017,0.006696184,-0.085661754,0.006835886,-0.027964751,0.006894796,-0.003634968,0.00652644,-0.155766081,0.006713263,-0.078607907
3/28/11,1310.19,-0.002747755,-0.003073604,-0.073036621,-0.003111615,-0.088773369,-0.002971913,-0.030936664,-0.002913003,-0.006547971,-0.00328136,-0.159047441,-0.003094536,-0.081702443
3/25/11,1313.8,0.003161126,0.002835276,-0.070201344,0.002797265,-0.085976104,0.002936967,-0.027999697,0.002995877,-0.003552094,0.002627521,-0.15641992,0.002814345,-0.078888099
3/24/11,1309.66,0.009340753,0.009014903,-0.061186441,0.008976892,-0.076999212,0.009116594,-0.018883103,0.009175504,0.00562341,0.008807148,-0.147612772,0.008993971,-0.069894127
3/23/11,1297.54,0.002913965,0.002588115,-0.058598326,0.002550104,-0.074449108,0.002689806,-0.016193297,0.002748716,0.008372126,0.00238036,-0.145232412,0.002567183,-0.067326944
3/22/11,1293.77,-0.003550578,-0.003876428,-0.062474754,-0.003914439,-0.078363548,-0.003774737,-0.019968034,-0.003715827,0.004656299,-0.004084183,-0.149316596,-0.00389736,-0.071224304
3/21/11,1298.38,0.014985812,0.014659962,-0.047814791,0.014621951,-0.063741597,0.014761653,-0.005206381,0.014820563,0.019476861,0.014452207,-0.134864389,0.01463903,-0.056585273
3/18/11,1279.21,0.004310209,0.00398436,-0.043830431,0.003946349,-0.059795248,0.004086051,-0.00112033,0.004144961,0.023621822,0.003776605,-0.131087784,0.003963428,-0.052621845
3/17/11,1273.72,0.013398256,0.013072407,-0.030758025,0.013034395,-0.046760853,0.013174097,0.012053767,0.013233007,0.03685483,0.012864651,-0.118223133,0.013051475,-0.03957037
3/16/11,1256.88,-0.019494957,-0.019820806,-0.05057883,-0.019858817,-0.06661967,-0.019719115,-0.007665348,-0.019660205,0.017194624,-0.020028561,-0.138251695,-0.019841738,-0.059412108
3/15/11,1281.87,-0.011200333,-0.011526183,-0.062105013,-0.011564194,-0.078183864,-0.011424492,-0.01908984,-0.011365582,0.005829042,-0.011733938,-0.149985633,-0.011547114,-0.070959223
3/14/11,1296.39,-0.006049315,-0.006375164,-0.068480177,-0.006413175,-0.084597039,-0.006273473,-0.025363313,-0.006214563,-0.000385521,-0.006582919,-0.156568552,-0.006396096,-0.077355318
3/11/11,1304.28,0.00708048,0.00675463,-0.061725546,0.006716619,-0.077880421,0.006856321,-0.018506992,0.006915231,0.00652971,0.006546875,-0.150021678,0.006733698,-0.07062162
3/10/11,1295.11,-0.018870926,-0.019196775,-0.080922322,-0.019234787,-0.097115208,-0.019095085,-0.037602077,-0.019036175,-0.012506465,-0.019404531,-0.169426209,-0.019217707,-0.089839328
3/9/11,1320.02,-0.001361759,-0.001687608,-0.08260993,-0.00172562,-0.098840827,-0.001585917,-0.039187994,-0.001527007,-0.014033472,-0.001895364,-0.171321572,-0.00170854,-0.091547868
3/8/11,1321.82,0.008922779,0.008596929,-0.074013001,0.008558918,-0.090281909,0.00869862,-0.030489374,0.00875753,-0.005275942,0.008389174,-0.162932399,0.008575997,-0.08297187
3/7/11,1310.13,-0.008341218,-0.008667067,-0.082680068,-0.008705079,-0.098986988,-0.008565376,-0.039054751,-0.008506467,-0.013782409,-0.008874823,-0.171807221,-0.008687999,-0.091659869
3/4/11,1321.15,-0.007378078,-0.007703927,-0.090383995,-0.007741938,-0.106728926,-0.007602236,-0.046656987,-0.007543326,-0.021325735,-0.007911683,-0.179718904,-0.007724859,-0.099384728
3/3/11,1330.97,0.017218978,0.016893129,-0.073490866,0.016855118,-0.089873809,0.01699482,-0.029662167,0.01705373,-0.004272006,0.016685373,-0.163033531,0.016872197,-0.082512531
3/2/11,1308.44,0.001615212,0.001289363,-0.072201503,0.001251351,-0.088622457,0.001391054,-0.028271114,0.001449963,-0.002822042,0.001081607,-0.161951923,0.001268431,-0.0812441
3/1/11,1306.33,-0.015739666,-0.016065516,-0.088267019,-0.016103527,-0.104725985,-0.015963825,-0.044234939,-0.015904915,-0.018726957,-0.016273271,-0.178225195,-0.016086448,-0.097330548
2/28/11,1327.22,0.005561112,0.005235262,-0.083031756,0.005197251,-0.099528734,0.005336953,-0.038897985,0.005395863,-0.013331094,0.005027507,-0.173197688,0.00521433,-0.092116217
2/25/11,1319.88,0.010550494,0.010224645,-0.072807112,0.010186633,-0.089342101,0.010326335,-0.02857165,0.010385245,-0.002945849,0.010016889,-0.163180799,0.010203713,-0.081912505
2/24/11,1306.1,-0.00099434,-0.001320189,-0.074127301,-0.001358201,-0.090700301,-0.001218498,-0.029790149,-0.001159589,-0.004105438,-0.001527945,-0.164708744,-0.001341121,-0.083253626
2/23/11,1307.4,-0.006112023,-0.006437873,-0.080565174,-0.006475884,-0.097176185,-0.006336182,-0.036126331,-0.006277272,-0.01038271,-0.006645628,-0.171354372,-0.006458805,-0.08971243
2/22/11,1315.44,-0.020528514,-0.020854364,-0.101419537,-0.020892375,-0.11806856,-0.020752673,-0.056879004,-0.020693763,-0.031076473,-0.021062119,-0.192416491,-0.020875296,-0.110587726
2/18/11,1343.01,0.001924755,0.001598906,-0.099820631,0.001560895,-0.116507666,0.001700597,-0.055178407,0.001759507,-0.029316966,0.001391151,-0.191025341,0.001577974,-0.109009752
2/17/11,1340.43,0.003075611,0.002749761,-0.09707087,0.00271175,-0.113795916,0.002851452,-0.052326955,0.002910362,-0.026406604,0.002542006,-0.188483335,0.002728829,-0.106280922
2/16/11,1336.32,0.006257483,0.005931634,-0.091139236,0.005893622,-0.107902294,0.006033324,-0.04629363,0.006092234,-0.02031437,0.005723878,-0.182759457,0.005910702,-0.100370221
2/15/11,1328.01,-0.003234959,-0.003560808,-0.094700044,-0.003598819,-0.111501113,-0.003459117,-0.049752747,-0.003400207,-0.023714577,-0.003768563,-0.18652802,-0.00358174,-0.10395196
2/14/11,1332.32,0.002384983,0.002059134,-0.09264091,0.002021122,-0.109479991,0.002160824,-0.047591923,0.002219734,-0.021494843,0.001851378,-0.184676642,0.002038202,-0.101913759
2/11/11,1329.15,0.005507349,0.0051815,-0.08745941,0.005143489,-0.104336502,0.005283191,-0.042308732,0.005342101,-0.016152742,0.004973745,-0.179702898,0.005160568,-0.096753191
2/10/11,1321.87,0.0007495,0.000423651,-0.087035759,0.00038564,-0.103950863,0.000525342,-0.04178339,0.000584252,-0.015568491,0.000215895,-0.179487002,0.000402719,-0.096350471
2/9/11,1320.88,-0.00278581,-0.003111659,-0.090147418,-0.00314967,-0.107100533,-0.003009968,-0.044793359,-0.002951058,-0.018519549,-0.003319415,-0.182806417,-0.003132591,-0.099483062
2/8/11,1324.57,0.00418483,0.003858981,-0.086288437,0.003820969,-0.103279564,0.003960671,-0.040832687,0.004019581,-0.014499968,0.003651225,-0.179155192,0.003838049,-0.095645014
2/7/11,1319.05,0.006240131,0.005914281,-0.080374156,0.00587627,-0.097403294,0.006015972,-0.034816715,0.006074882,-0.008425086,0.005706526,-0.173448666,0.005893349,-0.089751664
2/4/11,1310.87,0.002884248,0.002558398,-0.077815758,0.002520387,-0.094882907,0.002660089,-0.032156626,0.002718999,-0.005706087,0.002350643,-0.171098024,0.002537466,-0.087214198
2/3/11,1307.1,0.00235424,0.002028391,-0.075787367,0.00199038,-0.092892528,0.002130082,-0.030026545,0.002188992,-0.003517095,0.001820635,-0.169277388,0.002007459,-0.085206739
2/2/11,1304.03,-0.002722566,-0.003048415,-0.078835782,-0.003086427,-0.095978954,-0.002946725,-0.032973269,-0.002887815,-0.00640491,-0.003256171,-0.172533559,-0.003069347,-0.088276086
2/1/11,1307.59,0.016693621,0.016367772,-0.06246801,0.01632976,-0.079649194,0.016469463,-0.016503806,0.016528372,0.010123463,0.016160016,-0.156373543,0.01634684,-0.071929246
1/31/11,1286.12,0.007662535,0.007336686,-0.055131324,0.007298674,-0.07235052,0.007438376,-0.00906543,0.007497286,0.017620749,0.00712893,-0.149244613,0.007315754,-0.064613492
1/28/11,1276.34,-0.017852471,-0.01817832,-0.073309645,-0.018216332,-0.090566851,-0.018076629,-0.027142059,-0.01801772,-0.000396971,-0.018386076,-0.167630688,-0.018199252,-0.082812744
1/27/11,1299.54,0.002244279,0.00191843,-0.071391215,0.001880419,-0.088686433,0.002020121,-0.025121939,0.002079031,0.00168206,0.001710675,-0.165920014,0.001897498,-0.080915246
1/26/11,1296.63,0.004220945,0.003895096,-0.067496119,0.003857084,-0.084829348,0.003996787,-0.021125152,0.004055696,0.005737757,0.00368734,-0.162232674,0.003874164,-0.077041082
1/25/11,1291.18,0.000263394,-6.25E-05,-0.067558574,-0.000100466,-0.084929815,0.0000392,-0.021085916,0.0000981,0.005835902,-0.000270211,-0.162502884,-0.0000834,-0.077124469
1/24/11,1290.84,0.005836288,0.005510439,-0.062048135,0.005472427,-0.079457388,0.005612129,-0.015473787,0.005671039,0.011506941,0.005302683,-0.157200201,0.005489507,-0.071634963
1/21/11,1283.35,0.002413572,0.002087723,-0.059960412,0.002049711,-0.077407676,0.002189414,-0.013284373,0.002248324,0.013755265,0.001879967,-0.155320234,0.002066791,-0.069568172
1/20/11,1280.26,-0.001294933,-0.001620782,-0.061581194,-0.001658793,-0.079066469,-0.001519091,-0.014803464,-0.001460181,0.012295084,-0.001828537,-0.157148771,-0.001641714,-0.071209885
1/19/11,1281.92,-0.010115674,-0.010441523,-0.072022717,-0.010479535,-0.089546004,-0.010339832,-0.025143297,-0.010280923,0.002014161,-0.010649279,-0.16779805,-0.010462455,-0.081672341
1/18/11,1295.02,0.001376388,0.001050539,-0.070972178,0.001012527,-0.088533477,0.001152229,-0.023991068,0.001211139,0.0032253,0.000842783,-0.166955267,0.001029607,-0.080642734
1/14/11,1293.24,0.007384558,0.007058709,-0.06391347,0.007020697,-0.08151278,0.007160399,-0.016830668,0.007219309,0.01044461,0.006850953,-0.160104314,0.007037777,-0.073604957
1/13/11,1283.76,-0.001710784,-0.002036633,-0.065950103,-0.002074645,-0.083587425,-0.001934943,-0.018765611,-0.001876033,0.008568577,-0.002244389,-0.162348703,-0.002057565,-0.075662523
1/12/11,1285.96,0.009007595,0.008681746,-0.057268357,0.008643734,-0.07494369,0.008783437,-0.009982174,0.008842347,0.017410923,0.00847399,-0.153874713,0.008660814,-0.067001709
1/11/11,1274.48,0.003725143,0.003399293,-0.053869064,0.003361282,-0.071582408,0.003500984,-0.00648119,0.003559894,0.020970817,0.003191538,-0.150683175,0.003378362,-0.063623347
