Fractal Statistics,Generated 05-19-2020 22:17:55
Scale,hurstExponent,fractalDimension,r-squared,p-value,standardError
trade,0.67,1.33,1.0,0.0,0.0
month,0.61,1.39,1.0,0.03,0.03
trend,0.58,1.42,1.0,0.0,0.02
tail,0.53,1.47,0.99,0.0,0.03
fullSeries,0.49,1.51,0.98,0.0,0.03

Rescale Range:
Scale,RescaleRange
fullSeries / 1 : 1264 day chunks,32.6
fullSeries / 2 : 632 day chunks,26.26
fullSeries / 4 : 316 day chunks,20.52
fullSeries / 8 : 158 day chunks,14.12
fullSeries / 16 : 79 day chunks,9.63
fullSeries / 32 : 39 day chunks,6.01
""
""
Fractal Statistics,Generated 05-19-2020 22:20:12
Scale,hurstExponent,fractalDimension,r-squared,p-value,standardError
trade,0.66,1.34,1.0,0.0,0.0
month,0.57,1.43,0.99,0.06,0.05
trend,0.59,1.41,1.0,0.0,0.03
tail,0.59,1.41,1.0,0.0,0.02
fullSeries,0.52,1.48,0.99,0.0,0.02

Rescale Range:
Scale,RescaleRange
fullSeries / 1 : 1264 day chunks,32.6
fullSeries / 2 : 632 day chunks,26.26
fullSeries / 4 : 316 day chunks,20.52
fullSeries / 8 : 158 day chunks,14.12
fullSeries / 16 : 79 day chunks,9.63
fullSeries / 32 : 39 day chunks,6.01
fullSeries / 64 : 19 day chunks,4.26
fullSeries / 128 : 9 day chunks,2.6
""
""
Fractal Statistics,Generated 05-19-2020 22:22:31
Scale,hurstExponent,fractalDimension,r-squared,p-value,standardError
trade,0.47,1.53,1.0,0.0,0.0
month,0.56,1.44,0.99,0.06,0.05
trend,0.56,1.44,1.0,0.0,0.02
tail,0.5,1.5,0.98,0.0,0.04
fullSeries,0.44,1.56,0.99,0.0,0.02

Rescale Range:
Scale,RescaleRange
fullSeries / 1 : 1264 day chunks,32.6
fullSeries / 1.5 : 842 day chunks,25.2
fullSeries / 2.25 : 561 day chunks,21.15
fullSeries / 3.375 : 374 day chunks,18.34
fullSeries / 5.0625 : 249 day chunks,15.4
fullSeries / 7.59375 : 166 day chunks,13.98
fullSeries / 11.390625 : 110 day chunks,11.24
fullSeries / 17.0859375 : 73 day chunks,8.63
fullSeries / 25.62890625 : 49 day chunks,7.15
""
""
Fractal Statistics,Generated 05-19-2020 22:30:28
Scale,hurstExponent,fractalDimension,r-squared,p-value,standardError
pastHalfSeries,0.33,1.67,1.0,0.02,0.01
currentHalfSeries,0.61,1.39,1.0,0.03,0.03
pastThirdSeries,0.31,1.69,1.0,0.0,0.0
middleThirdSeries,0.54,1.46,1.0,0.0,0.0
currentThirdSeries,0.67,1.33,1.0,0.0,0.0
fullSeries,0.49,1.51,0.98,0.0,0.03

Rescale Range:
Scale,RescaleRange
fullSeries / 1 : 1264 day chunks,32.6
fullSeries / 2 : 632 day chunks,26.26
fullSeries / 4 : 316 day chunks,20.52
fullSeries / 8 : 158 day chunks,14.12
fullSeries / 16 : 79 day chunks,9.63
fullSeries / 32 : 39 day chunks,6.01
""
""
Fractal Statistics,Generated 05-19-2020 23:16:35
Scale,hurstExponent,fractalDimension,r-squared,p-value,standardError
trade,0.7,1.3,1.0,0.0,0.0
month,0.63,1.37,1.0,0.04,0.04
trend,0.59,1.41,1.0,0.0,0.03
tail,0.56,1.44,0.99,0.0,0.02
fullSeries,0.53,1.47,0.99,0.0,0.02

Rescale Range:
Scale,RescaleRange
fullSeries / 1 : 1264 day chunks,32.6
fullSeries / 3 : 421 day chunks,20.39
fullSeries / 9 : 140 day chunks,12.2
fullSeries / 27 : 46 day chunks,6.77
fullSeries / 81 : 15 day chunks,3.61
fullSeries / 243 : 5 day chunks,1.68
""
""
Fractal Statistics,Generated 11-26-2020 12:37:17
Scale,hurstExponent,fractalDimension,r-squared,p-value,standardError
trade,0.37,1.63,1.0,0.0,0.0
month,0.38,1.62,1.0,0.01,0.01
trend,0.4,1.6,1.0,0.0,0.01
tail,0.46,1.54,0.99,0.0,0.03
fullSeries,0.48,1.52,0.99,0.0,0.03

Rescale Range:
Scale,RescaleRange
fullSeries / 1 : 4447 day chunks,41.74
fullSeries / 3 : 1482 day chunks,23.1
fullSeries / 9 : 494 day chunks,11.23
fullSeries / 27 : 164 day chunks,6.86
fullSeries / 81 : 54 day chunks,4.42
fullSeries / 243 : 18 day chunks,2.94
""
""
Fractal Statistics,Generated 11-26-2020 12:46:50
Scale,hurstExponent,fractalDimension,r-squared,p-value,standardError
trade,0.38,1.62,1.0,0.0,0.0
month,0.39,1.61,1.0,0.01,0.0
trend,0.41,1.59,1.0,0.0,0.01
tail,0.46,1.54,0.99,0.0,0.03
fullSeries,0.48,1.52,0.99,0.0,0.02

Rescale Range:
Scale,RescaleRange
fullSeries / 1 : 4447 day chunks,40.39
fullSeries / 3 : 1482 day chunks,22.41
fullSeries / 9 : 494 day chunks,11.2
fullSeries / 27 : 164 day chunks,6.8
fullSeries / 81 : 54 day chunks,4.4
fullSeries / 243 : 18 day chunks,2.9
